dataset,norm_mode,algorithm,run,seed,gamma,acc,nmi,ari,runtime_s
glass+identification,double_center,ifdfd,4,45,10000.0,52.3364,38.8772,26.8519,0.0451
glass+identification,double_center,ifdfd,5,46,10000.0,54.2056,42.7716,27.0195,0.0500
glass+identification,False,kmeans,1,42,,54.2056,42.6463,27.3885,0.0041
glass+identification,False,kmeans,2,43,,54.2056,39.8524,24.7080,0.0052
glass+identification,False,kmeans,3,44,,52.3364,37.7644,26.3100,0.0078
glass+identification,False,kmeans,4,45,,54.2056,39.9562,26.3758,0.0092
glass+identification,False,kmeans,5,46,,54.6729,38.5140,26.1768,0.0107
glass+identification,False,diskmeans,1,42,1000000.0,53.7383,42.2575,28.8174,0.0041
glass+identification,False,diskmeans,2,43,1000000.0,51.8692,38.2956,25.7660,0.0048
glass+identification,False,diskmeans,3,44,1000000.0,54.6729,43.6532,27.8842,0.0023
glass+identification,False,diskmeans,4,45,1000000.0,53.2710,39.8009,27.5989,0.0027
glass+identification,False,diskmeans,5,46,1000000.0,50.0000,36.5829,23.4903,0.0013
glass+identification,False,fdkm,1,42,10000.0,54.2056,43.5828,28.2619,0.0291
glass+identification,False,fdkm,2,43,10000.0,54.2056,43.5828,28.2619,0.0224
glass+identification,False,fdkm,3,44,10000.0,51.8692,40.3508,27.2544,0.0177
glass+identification,False,fdkm,4,45,10000.0,54.6729,43.6348,28.2920,0.0168
glass+identification,False,fdkm,5,46,10000.0,54.6729,41.1675,26.5926,0.0252
glass+identification,False,ifdkm,1,42,100.0,44.8598,35.4053,20.6070,0.0354
glass+identification,False,ifdkm,2,43,100.0,47.6636,36.8529,23.6245,0.0709
glass+identification,False,ifdkm,3,44,100.0,42.0561,31.5570,17.5543,0.0282
glass+identification,False,ifdkm,4,45,100.0,45.7944,32.7459,18.5042,0.0483
glass+identification,False,ifdkm,5,46,100.0,45.7944,32.7459,18.5042,0.0256
glass+identification,False,ifdfd,1,42,1000000.0,53.2710,41.1645,27.4860,0.0153
glass+identification,False,ifdfd,2,43,1000000.0,53.7383,41.1644,27.0018,0.0300
glass+identification,False,ifdfd,3,44,1000000.0,51.8692,39.4629,26.5216,0.0181
glass+identification,False,ifdfd,4,45,1000000.0,51.8692,38.2448,25.4150,0.0182
glass+identification,False,ifdfd,5,46,1000000.0,51.8692,43.0650,27.8493,0.0427
ecoli,center,kmeans,1,42,,64.2857,61.5451,50.3281,0.0195
ecoli,center,kmeans,2,43,,53.8690,59.9973,39.5973,0.0140
ecoli,center,kmeans,3,44,,57.4405,60.9431,48.3835,0.0016
ecoli,center,kmeans,4,45,,61.9048,63.3351,49.5071,0.0016
ecoli,center,kmeans,5,46,,56.2500,61.9385,41.4678,0.0015
ecoli,center,diskmeans,1,42,1.0,81.5476,67.1897,73.7294,0.0053
ecoli,center,diskmeans,2,43,1.0,61.6071,62.3610,49.5580,0.0117
ecoli,center,diskmeans,3,44,1.0,61.6071,61.3366,48.8392,0.0118
ecoli,center,diskmeans,4,45,1.0,62.5000,61.1119,48.9970,0.0087
ecoli,center,diskmeans,5,46,1.0,61.9048,62.8939,50.0818,0.0043
ecoli,center,fdkm,1,42,1e-08,62.5000,62.2062,50.4606,0.0588
ecoli,center,fdkm,2,43,1e-08,77.9762,62.2866,64.6346,0.0294
ecoli,center,fdkm,3,44,1e-08,62.5000,62.2062,50.4606,0.0445
ecoli,center,fdkm,4,45,1e-08,60.1190,56.6801,46.4994,0.0418
ecoli,center,fdkm,5,46,1e-08,61.6071,61.8774,47.2739,0.0273
ecoli,center,ifdkm,1,42,1e-08,80.0595,64.1123,69.1736,0.0364
ecoli,center,ifdkm,2,43,1e-08,63.0952,60.2284,47.7263,0.0568
ecoli,center,ifdkm,3,44,1e-08,63.9881,60.9660,48.4393,0.0699
ecoli,center,ifdkm,4,45,1e-08,72.3214,56.5697,61.0407,0.0365
ecoli,center,ifdkm,5,46,1e-08,78.5714,62.8821,66.6498,0.0510
ecoli,center,ifdfd,1,42,1e-08,79.7619,63.9673,68.8620,0.0527
ecoli,center,ifdfd,2,43,1e-08,63.9881,60.6827,48.2602,0.0814
ecoli,center,ifdfd,3,44,1e-08,65.1786,61.4867,49.5755,0.0576
ecoli,center,ifdfd,4,45,1e-08,72.9167,56.8723,61.3494,0.0454
ecoli,center,ifdfd,5,46,1e-08,78.8690,63.1822,66.8607,0.0626
ecoli,standardize,kmeans,1,42,,55.6548,57.9461,46.1883,0.0116
ecoli,standardize,kmeans,2,43,,61.9048,59.6731,47.2763,0.0233
ecoli,standardize,kmeans,3,44,,63.0952,63.0143,49.3668,0.0138
ecoli,standardize,kmeans,4,45,,63.3929,63.0408,49.4850,0.0020
ecoli,standardize,kmeans,5,46,,62.5000,62.7966,48.9172,0.0016
ecoli,standardize,diskmeans,1,42,100.0,82.1429,68.2863,74.3726,0.0033
ecoli,standardize,diskmeans,2,43,100.0,61.9048,61.3372,48.0425,0.0041
ecoli,standardize,diskmeans,3,44,100.0,67.2619,61.2086,50.5604,0.0034
ecoli,standardize,diskmeans,4,45,100.0,68.4524,60.6586,55.1958,0.0036
ecoli,standardize,diskmeans,5,46,100.0,64.8810,62.5181,49.5063,0.0025
ecoli,standardize,fdkm,1,42,1000000.0,70.5357,63.0643,60.3322,0.0205
ecoli,standardize,fdkm,2,43,1000000.0,66.9643,60.6503,54.5149,0.0240
ecoli,standardize,fdkm,3,44,1000000.0,58.6310,58.9969,45.1575,0.0591
ecoli,standardize,fdkm,4,45,1000000.0,57.1429,58.4063,44.7277,0.0187
ecoli,standardize,fdkm,5,46,1000000.0,72.9167,61.0193,62.2860,0.0228
ecoli,standardize,ifdkm,1,42,1e-08,80.0595,64.1123,69.1736,0.0356
ecoli,standardize,ifdkm,2,43,1e-08,63.0952,60.2284,47.7263,0.0554
ecoli,standardize,ifdkm,3,44,1e-08,63.9881,60.9660,48.4393,0.0466
ecoli,standardize,ifdkm,4,45,1e-08,72.3214,56.5697,61.0407,0.0370
ecoli,standardize,ifdkm,5,46,1e-08,78.5714,62.8821,66.6498,0.0538
ecoli,standardize,ifdfd,1,42,1e-08,79.7619,63.9673,68.8620,0.0512
ecoli,standardize,ifdfd,2,43,1e-08,63.9881,60.6827,48.2602,0.0699
ecoli,standardize,ifdfd,3,44,1e-08,65.1786,61.4867,49.5755,0.0594
ecoli,standardize,ifdfd,4,45,1e-08,72.9167,56.8723,61.3494,0.0456
ecoli,standardize,ifdfd,5,46,1e-08,78.8690,63.1822,66.8607,0.0603
ecoli,pca_whiten,kmeans,1,42,,57.7381,60.5800,48.8071,0.0208
ecoli,pca_whiten,kmeans,2,43,,60.1190,56.4325,45.9784,0.0307
ecoli,pca_whiten,kmeans,3,44,,78.2738,62.1405,66.3253,0.0016
ecoli,pca_whiten,kmeans,4,45,,76.7857,61.6453,62.9563,0.0015
ecoli,pca_whiten,kmeans,5,46,,77.6786,62.5803,64.1711,0.0015
ecoli,pca_whiten,diskmeans,1,42,1e-08,79.1667,63.0509,68.3615,0.0029
ecoli,pca_whiten,diskmeans,2,43,1e-08,59.5238,61.5464,47.8176,0.0082
ecoli,pca_whiten,diskmeans,3,44,1e-08,79.1667,63.0509,68.3615,0.0066
ecoli,pca_whiten,diskmeans,4,45,1e-08,71.1310,56.5983,60.2624,0.0052
ecoli,pca_whiten,diskmeans,5,46,1e-08,61.9048,61.2989,47.1559,0.0038
ecoli,pca_whiten,fdkm,1,42,1e-08,62.5000,62.2062,50.4606,0.0566
ecoli,pca_whiten,fdkm,2,43,1e-08,77.9762,62.2866,64.6346,0.0274
ecoli,pca_whiten,fdkm,3,44,1e-08,62.5000,62.2062,50.4606,0.0442
ecoli,pca_whiten,fdkm,4,45,1e-08,60.1190,56.6801,46.4994,0.0419
ecoli,pca_whiten,fdkm,5,46,1e-08,61.6071,61.8774,47.2739,0.0275
ecoli,pca_whiten,ifdkm,1,42,10000.0,79.7619,63.7313,68.3705,0.0378
ecoli,pca_whiten,ifdkm,2,43,10000.0,65.4762,60.5403,49.5024,0.0826
ecoli,pca_whiten,ifdkm,3,44,10000.0,63.9881,60.9660,48.4393,0.0492
ecoli,pca_whiten,ifdkm,4,45,10000.0,72.3214,56.5697,61.0407,0.0491
ecoli,pca_whiten,ifdkm,5,46,10000.0,78.2738,61.8927,65.6820,0.0405
ecoli,pca_whiten,ifdfd,1,42,1e-08,79.7619,63.9673,68.8620,0.0510
ecoli,pca_whiten,ifdfd,2,43,1e-08,63.9881,60.6827,48.2602,0.0723
ecoli,pca_whiten,ifdfd,3,44,1e-08,65.1786,61.4867,49.5755,0.0585
ecoli,pca_whiten,ifdfd,4,45,1e-08,72.9167,56.8723,61.3494,0.0489
ecoli,pca_whiten,ifdfd,5,46,1e-08,78.8690,63.1822,66.8607,0.0621
ecoli,l2_sample,kmeans,1,42,,49.7024,49.9436,33.3491,0.0509
ecoli,l2_sample,kmeans,2,43,,55.3571,51.8182,34.7674,0.0021
ecoli,l2_sample,kmeans,3,44,,55.3571,52.2006,35.5668,0.0045
ecoli,l2_sample,kmeans,4,45,,47.3214,52.3179,32.2070,0.0015
ecoli,l2_sample,kmeans,5,46,,53.5714,54.1163,33.3862,0.0017
ecoli,l2_sample,diskmeans,1,42,1.0,61.3095,55.9262,40.8875,0.0073
ecoli,l2_sample,diskmeans,2,43,1.0,58.9286,54.1380,39.5641,0.0071
ecoli,l2_sample,diskmeans,3,44,1.0,53.5714,54.4753,35.9980,0.0073
ecoli,l2_sample,diskmeans,4,45,1.0,60.4167,56.7810,42.3397,0.0064
ecoli,l2_sample,diskmeans,5,46,1.0,60.4167,55.0709,41.1051,0.0087
ecoli,l2_sample,fdkm,1,42,10000.0,57.1429,55.7658,38.0226,0.0275
ecoli,l2_sample,fdkm,2,43,10000.0,62.2024,55.5514,42.2615,0.0230
ecoli,l2_sample,fdkm,3,44,10000.0,66.0714,53.9372,45.3514,0.0275
ecoli,l2_sample,fdkm,4,45,10000.0,57.4405,54.2377,37.7904,0.0204
ecoli,l2_sample,fdkm,5,46,10000.0,53.8690,50.8105,34.1826,0.0213
ecoli,l2_sample,ifdkm,1,42,1e-08,55.6548,52.7414,32.9448,0.0695
ecoli,l2_sample,ifdkm,2,43,1e-08,52.0833,53.4903,35.1357,0.0745
ecoli,l2_sample,ifdkm,3,44,1e-08,57.4405,54.9409,38.2513,0.0580
ecoli,l2_sample,ifdkm,4,45,1e-08,56.2500,54.8558,37.3998,0.0502
ecoli,l2_sample,ifdkm,5,46,1e-08,60.4167,56.3421,43.1530,0.0679
ecoli,l2_sample,ifdfd,1,42,1.0,60.4167,55.3320,41.5446,0.0912
ecoli,l2_sample,ifdfd,2,43,1.0,56.2500,54.2063,36.1821,0.1425
ecoli,l2_sample,ifdfd,3,44,1.0,60.4167,55.3320,41.5446,0.0917
ecoli,l2_sample,ifdfd,4,45,1.0,60.4167,55.3320,41.5446,0.0810
ecoli,l2_sample,ifdfd,5,46,1.0,60.4167,55.9852,41.7152,0.0827
ecoli,center_l2,kmeans,1,42,,51.7857,57.7350,43.8261,0.0269
ecoli,center_l2,kmeans,2,43,,53.5714,55.3429,35.0232,0.0017
ecoli,center_l2,kmeans,3,44,,59.2262,58.9428,42.9107,0.0016
ecoli,center_l2,kmeans,4,45,,58.3333,58.9037,42.2558,0.0016
ecoli,center_l2,kmeans,5,46,,57.4405,59.2158,41.6206,0.0015
ecoli,center_l2,diskmeans,1,42,100000000.0,66.9643,61.5143,53.1640,0.0009
ecoli,center_l2,diskmeans,2,43,100000000.0,63.3929,58.7871,50.6718,0.0015
ecoli,center_l2,diskmeans,3,44,100000000.0,69.6429,62.1688,54.7875,0.0049
ecoli,center_l2,diskmeans,4,45,100000000.0,50.0000,52.8287,35.5336,0.0020
ecoli,center_l2,diskmeans,5,46,100000000.0,64.5833,59.6148,48.5052,0.0009
ecoli,center_l2,fdkm,1,42,10000.0,60.4167,59.8961,46.2788,0.0338
ecoli,center_l2,fdkm,2,43,10000.0,62.7976,57.9608,44.0433,0.0460
ecoli,center_l2,fdkm,3,44,10000.0,64.2857,58.4878,45.6541,0.0404
ecoli,center_l2,fdkm,4,45,10000.0,57.4405,57.1269,40.5609,0.0580
ecoli,center_l2,fdkm,5,46,10000.0,60.1190,60.2755,46.3886,0.0449
ecoli,center_l2,ifdkm,1,42,1.0,58.0357,55.0495,41.8666,0.0528
ecoli,center_l2,ifdkm,2,43,1.0,59.5238,55.9242,41.9215,0.0867
ecoli,center_l2,ifdkm,3,44,1.0,54.1667,53.3765,34.8142,0.0908
ecoli,center_l2,ifdkm,4,45,1.0,52.9762,56.3043,38.4392,0.0543
ecoli,center_l2,ifdkm,5,46,1.0,59.2262,57.2713,43.9157,0.0931
ecoli,center_l2,ifdfd,1,42,1.0,58.3333,56.4717,43.0091,0.0932
ecoli,center_l2,ifdfd,2,43,1.0,58.6310,57.6054,43.6194,0.1228
ecoli,center_l2,ifdfd,3,44,1.0,61.9048,57.3975,44.0051,0.1641
ecoli,center_l2,ifdfd,4,45,1.0,50.2976,55.9774,37.3684,0.1003
ecoli,center_l2,ifdfd,5,46,1.0,58.3333,56.4717,43.0091,0.1182
ecoli,frobenius,kmeans,1,42,,64.2857,61.5451,50.3281,0.0399
ecoli,frobenius,kmeans,2,43,,53.8690,59.9973,39.5973,0.0066
ecoli,frobenius,kmeans,3,44,,57.4405,60.9431,48.3835,0.0032
ecoli,frobenius,kmeans,4,45,,61.9048,63.3351,49.5071,0.0015
ecoli,frobenius,kmeans,5,46,,56.2500,61.9385,41.4678,0.0047
ecoli,frobenius,diskmeans,1,42,0.01,75.0000,63.2079,67.7281,0.0077
ecoli,frobenius,diskmeans,2,43,0.01,60.4167,60.7446,42.5743,0.0044
ecoli,frobenius,diskmeans,3,44,0.01,60.1190,59.6522,42.1998,0.0056
ecoli,frobenius,diskmeans,4,45,0.01,60.4167,59.3905,45.8967,0.0060
ecoli,frobenius,diskmeans,5,46,0.01,74.1071,62.8214,66.9331,0.0102
ecoli,frobenius,fdkm,1,42,0.0001,69.6429,60.7386,52.6404,0.0324
ecoli,frobenius,fdkm,2,43,0.0001,61.9048,60.9601,49.0386,0.0271
ecoli,frobenius,fdkm,3,44,0.0001,62.2024,60.9073,48.8449,0.0360
ecoli,frobenius,fdkm,4,45,0.0001,69.6429,60.7386,52.6404,0.0494
ecoli,frobenius,fdkm,5,46,0.0001,61.0119,60.8644,46.7124,0.0316
ecoli,frobenius,ifdkm,1,42,1e-08,69.0476,58.1827,52.4459,0.0916
ecoli,frobenius,ifdkm,2,43,1e-08,63.9881,61.2626,49.1457,0.0655
ecoli,frobenius,ifdkm,3,44,1e-08,61.6071,59.8600,48.3339,0.0518
ecoli,frobenius,ifdkm,4,45,1e-08,63.6905,60.5622,48.7907,0.0480
ecoli,frobenius,ifdkm,5,46,1e-08,73.5119,59.6340,60.6851,0.0425
ecoli,frobenius,ifdfd,1,42,1e-08,69.9405,60.8725,54.4186,0.1058
ecoli,frobenius,ifdfd,2,43,1e-08,63.3929,61.2507,49.0042,0.0813
ecoli,frobenius,ifdfd,3,44,1e-08,61.9048,60.7190,47.2789,0.1013
ecoli,frobenius,ifdfd,4,45,1e-08,62.2024,61.6533,49.9728,0.1263
ecoli,frobenius,ifdfd,5,46,1e-08,73.2143,60.5074,62.3256,0.0611
ecoli,robust,kmeans,1,42,,58.9286,54.5845,47.9370,0.0197
ecoli,robust,kmeans,2,43,,51.7857,55.7602,36.1000,0.0062
ecoli,robust,kmeans,3,44,,47.6190,52.5707,33.6012,0.0017
ecoli,robust,kmeans,4,45,,51.1905,55.0602,35.3548,0.0040
ecoli,robust,kmeans,5,46,,54.1667,56.3479,37.5626,0.0023
ecoli,robust,diskmeans,1,42,1e-08,80.0595,63.8420,69.7553,0.0045
ecoli,robust,diskmeans,2,43,1e-08,64.2857,60.2829,48.9661,0.0058
ecoli,robust,diskmeans,3,44,1e-08,59.8214,61.7053,49.9077,0.0098
ecoli,robust,diskmeans,4,45,1e-08,79.1667,63.5395,67.6520,0.0068
ecoli,robust,diskmeans,5,46,1e-08,59.2262,59.9837,45.6294,0.0076
ecoli,robust,fdkm,1,42,1e-08,61.6071,60.8442,47.5705,0.0552
ecoli,robust,fdkm,2,43,1e-08,79.1667,63.5395,67.6520,0.0463
ecoli,robust,fdkm,3,44,1e-08,61.3095,61.4527,48.8267,0.0751
ecoli,robust,fdkm,4,45,1e-08,68.1548,59.7535,51.6572,0.0408
ecoli,robust,fdkm,5,46,1e-08,61.3095,61.8792,47.2599,0.0440
ecoli,robust,ifdkm,1,42,1e-08,80.3571,64.1739,70.0827,0.0506
ecoli,robust,ifdkm,2,43,1e-08,77.3810,61.3952,63.8199,0.0510
ecoli,robust,ifdkm,3,44,1e-08,61.0119,60.8279,47.7169,0.0582
ecoli,robust,ifdkm,4,45,1e-08,60.4167,60.6803,47.1464,0.0529
ecoli,robust,ifdkm,5,46,1e-08,74.7024,61.4942,65.9845,0.0444
ecoli,robust,ifdfd,1,42,1e-08,81.8452,67.0572,73.9295,0.0683
ecoli,robust,ifdfd,2,43,1e-08,79.1667,63.5395,67.6520,0.0696
ecoli,robust,ifdfd,3,44,1e-08,60.1190,61.8731,47.9806,0.0944
ecoli,robust,ifdfd,4,45,1e-08,60.4167,60.6803,47.1464,0.0569
ecoli,robust,ifdfd,5,46,1e-08,74.4048,61.3654,63.7948,0.0813
ecoli,minmax,kmeans,1,42,,57.7381,60.7512,48.3257,0.0196
ecoli,minmax,kmeans,2,43,,62.5000,59.8052,45.4764,0.0022
ecoli,minmax,kmeans,3,44,,60.7143,62.2461,43.6995,0.0017
ecoli,minmax,kmeans,4,45,,67.5595,65.8713,53.2198,0.0035
ecoli,minmax,kmeans,5,46,,61.3095,61.7749,43.0804,0.0015
ecoli,minmax,diskmeans,1,42,1.0,61.0119,47.2758,38.5829,0.0038
ecoli,minmax,diskmeans,2,43,1.0,58.6310,49.8583,38.1658,0.0066
ecoli,minmax,diskmeans,3,44,1.0,65.7738,50.7372,44.8209,0.0085
ecoli,minmax,diskmeans,4,45,1.0,57.7381,47.6554,37.0587,0.0096
ecoli,minmax,diskmeans,5,46,1.0,61.3095,47.4208,38.9263,0.0091
ecoli,minmax,fdkm,1,42,10000.0,67.2619,60.1594,52.3212,0.0449
ecoli,minmax,fdkm,2,43,10000.0,65.1786,61.3218,47.4161,0.0402
ecoli,minmax,fdkm,3,44,10000.0,70.5357,63.9304,54.5903,0.0317
ecoli,minmax,fdkm,4,45,10000.0,68.4524,60.7595,54.0881,0.0273
ecoli,minmax,fdkm,5,46,10000.0,70.5357,63.9855,57.7948,0.0401
ecoli,minmax,ifdkm,1,42,10000.0,55.9524,56.3230,46.7488,0.0663
ecoli,minmax,ifdkm,2,43,10000.0,65.7738,58.8115,49.5769,0.0910
ecoli,minmax,ifdkm,3,44,10000.0,62.2024,55.9305,52.4512,0.0433
ecoli,minmax,ifdkm,4,45,10000.0,58.3333,58.5504,47.6308,0.0693
ecoli,minmax,ifdkm,5,46,10000.0,55.6548,54.7532,45.9549,0.0709
ecoli,minmax,ifdfd,1,42,10000.0,62.7976,61.3096,51.9357,0.1117
ecoli,minmax,ifdfd,2,43,10000.0,66.6667,61.2879,50.9827,0.0997
ecoli,minmax,ifdfd,3,44,10000.0,65.4762,63.2907,54.1358,0.0738
ecoli,minmax,ifdfd,4,45,10000.0,58.0357,60.4858,47.8951,0.1242
ecoli,minmax,ifdfd,5,46,10000.0,61.0119,57.6033,48.2572,0.1021
ecoli,row_center,kmeans,1,42,,55.6548,56.7063,42.1572,0.0274
ecoli,row_center,kmeans,2,43,,56.5476,58.2602,41.1347,0.0055
ecoli,row_center,kmeans,3,44,,56.8452,53.6273,36.6291,0.0017
ecoli,row_center,kmeans,4,45,,60.1190,61.2139,45.4734,0.0016
ecoli,row_center,kmeans,5,46,,51.1905,53.8115,36.8358,0.0016
ecoli,row_center,diskmeans,1,42,0.01,66.0714,59.6735,49.2723,0.0035
ecoli,row_center,diskmeans,2,43,0.01,66.6667,60.5265,49.8680,0.0143
ecoli,row_center,diskmeans,3,44,0.01,74.7024,64.0999,68.6200,0.0102
ecoli,row_center,diskmeans,4,45,0.01,62.7976,61.7966,49.5245,0.0103
ecoli,row_center,diskmeans,5,46,0.01,62.7976,60.9229,46.7974,0.0058
ecoli,row_center,fdkm,1,42,10000.0,64.2857,66.3709,52.0453,0.0319
ecoli,row_center,fdkm,2,43,10000.0,65.4762,59.5438,47.3941,0.0282
ecoli,row_center,fdkm,3,44,10000.0,64.5833,59.0050,45.5473,0.0360
ecoli,row_center,fdkm,4,45,10000.0,63.0952,54.6056,43.6376,0.0402
ecoli,row_center,fdkm,5,46,10000.0,63.9881,58.7113,47.1995,0.0714
ecoli,row_center,ifdkm,1,42,1e-08,79.4643,63.5808,68.3773,0.0531
ecoli,row_center,ifdkm,2,43,1e-08,68.7500,59.2854,54.8434,0.0668
ecoli,row_center,ifdkm,3,44,1e-08,61.6071,59.8600,48.3339,0.0444
ecoli,row_center,ifdkm,4,45,1e-08,63.9881,60.5741,48.8885,0.0547
ecoli,row_center,ifdkm,5,46,1e-08,71.4286,58.8374,61.5324,0.0542
ecoli,row_center,ifdfd,1,42,1e-08,79.7619,63.7504,68.8299,0.0726
ecoli,row_center,ifdfd,2,43,1e-08,61.9048,60.7190,47.2789,0.0888
ecoli,row_center,ifdfd,3,44,1e-08,61.6071,59.8600,48.3339,0.0585
ecoli,row_center,ifdfd,4,45,1e-08,61.9048,60.9601,49.0386,0.1019
ecoli,row_center,ifdfd,5,46,1e-08,71.7262,59.0531,61.7025,0.0666
ecoli,double_center,kmeans,1,42,,55.6548,56.7063,42.1572,0.0021
ecoli,double_center,kmeans,2,43,,56.5476,58.2602,41.1347,0.0037
ecoli,double_center,kmeans,3,44,,56.8452,53.6273,36.6291,0.0016
ecoli,double_center,kmeans,4,45,,60.1190,61.2139,45.4734,0.0016
ecoli,double_center,kmeans,5,46,,51.1905,53.8115,36.8358,0.0017
ecoli,double_center,diskmeans,1,42,0.01,66.0714,59.6735,49.2723,0.0052
ecoli,double_center,diskmeans,2,43,0.01,66.6667,60.5265,49.8680,0.0165
ecoli,double_center,diskmeans,3,44,0.01,74.7024,64.0999,68.6200,0.0119
ecoli,double_center,diskmeans,4,45,0.01,62.7976,61.7966,49.5245,0.0115
ecoli,double_center,diskmeans,5,46,0.01,62.7976,60.9229,46.7974,0.0113
ecoli,double_center,fdkm,1,42,10000.0,64.2857,66.3709,52.0453,0.0288
ecoli,double_center,fdkm,2,43,10000.0,65.4762,59.5438,47.3941,0.0320
ecoli,double_center,fdkm,3,44,10000.0,64.5833,59.0050,45.5473,0.0458
ecoli,double_center,fdkm,4,45,10000.0,63.0952,54.6056,43.6376,0.0627
ecoli,double_center,fdkm,5,46,10000.0,63.9881,58.7113,47.1995,0.0786
ecoli,double_center,ifdkm,1,42,1e-08,79.4643,63.5808,68.3773,0.0399
ecoli,double_center,ifdkm,2,43,1e-08,68.4524,59.1963,54.6958,0.0679
ecoli,double_center,ifdkm,3,44,1e-08,61.6071,59.8600,48.3339,0.0419
ecoli,double_center,ifdkm,4,45,1e-08,61.9048,59.8907,47.9715,0.0588
ecoli,double_center,ifdkm,5,46,1e-08,71.4286,58.8374,61.5324,0.0499
ecoli,double_center,ifdfd,1,42,1e-08,64.2857,60.6209,49.0737,0.1031
ecoli,double_center,ifdfd,2,43,1e-08,61.9048,60.7190,47.2789,0.0819
ecoli,double_center,ifdfd,3,44,1e-08,61.9048,60.7190,47.2789,0.0761
ecoli,double_center,ifdfd,4,45,1e-08,61.9048,60.9601,49.0386,0.0821
ecoli,double_center,ifdfd,5,46,1e-08,71.7262,59.0531,61.7025,0.0666
ecoli,False,kmeans,1,42,,64.2857,61.5451,50.3281,0.0262
ecoli,False,kmeans,2,43,,53.8690,59.9973,39.5973,0.0052
ecoli,False,kmeans,3,44,,57.4405,60.9431,48.3835,0.0023
ecoli,False,kmeans,4,45,,61.9048,63.3351,49.5071,0.0021
ecoli,False,kmeans,5,46,,56.2500,61.9385,41.4678,0.0018
ecoli,False,diskmeans,1,42,1e-08,66.0714,59.6735,49.2723,0.0051
ecoli,False,diskmeans,2,43,1e-08,62.2024,61.1550,48.9694,0.0101
ecoli,False,diskmeans,3,44,1e-08,61.3095,57.5958,45.8373,0.0077
ecoli,False,diskmeans,4,45,1e-08,62.7976,61.7966,49.5245,0.0093
ecoli,False,diskmeans,5,46,1e-08,63.6905,60.5945,47.9152,0.0058
ecoli,False,fdkm,1,42,10000.0,68.1548,62.6659,51.4603,0.0502
ecoli,False,fdkm,2,43,10000.0,67.8571,60.4134,52.3440,0.0269
ecoli,False,fdkm,3,44,10000.0,72.6190,66.2816,59.9628,0.0343
ecoli,False,fdkm,4,45,10000.0,65.4762,60.3591,50.2313,0.0368
ecoli,False,fdkm,5,46,10000.0,67.5595,60.4216,51.4839,0.0314
ecoli,False,ifdkm,1,42,1e-08,69.0476,58.1827,52.4459,0.0966
ecoli,False,ifdkm,2,43,1e-08,63.9881,61.2626,49.1457,0.0422
ecoli,False,ifdkm,3,44,1e-08,61.6071,59.8600,48.3339,0.0686
ecoli,False,ifdkm,4,45,1e-08,63.6905,60.5622,48.7907,0.0436
ecoli,False,ifdkm,5,46,1e-08,73.5119,59.6340,60.6851,0.0467
ecoli,False,ifdfd,1,42,1e-08,69.9405,60.8725,54.4186,0.1105
ecoli,False,ifdfd,2,43,1e-08,63.3929,61.2507,49.0042,0.0775
ecoli,False,ifdfd,3,44,1e-08,61.9048,60.7190,47.2789,0.0842
ecoli,False,ifdfd,4,45,1e-08,62.2024,61.6533,49.9728,0.1377
ecoli,False,ifdfd,5,46,1e-08,73.2143,60.5074,62.3256,0.0673
Breast_Cancer,center,kmeans,1,42,,85.4130,46.4793,49.1425,0.0660
Breast_Cancer,center,kmeans,2,43,,85.4130,46.4793,49.1425,0.0497
Breast_Cancer,center,kmeans,3,44,,85.4130,46.4793,49.1425,0.0539
